0, 0, Header, 1, 4, 384
1, 0, Start_track
1, 0, Tempo, 526316
1, 0, Key_signature, 0, "major"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, Control_c, 0, 0, 0
2, 0, Control_c, 0, 32, 0
2, 0, Program_c, 0, 5
2, 0, Title_t, "E.PIANO 2"
2, 0, Control_c, 0, 7, 127
2, 1932, Control_c, 0, 10, 64
2, 1932, Control_c, 0, 11, 127
2, 1932, Control_c, 0, 7, 105
2, 1936, Control_c, 0, 93, 30
2, 1936, Control_c, 0, 91, 50
2, 4636, Note_on_c, 0, 65, 84
2, 4640, Pitch_bend_c, 0, 8192
2, 4640, Control_c, 0, 1, 0
2, 4640, Note_on_c, 0, 61, 60
2, 4640, Note_on_c, 0, 54, 60
2, 4648, Note_on_c, 0, 58, 60
2, 5036, Note_off_c, 0, 61, 0
2, 5052, Note_off_c, 0, 54, 0
2, 5072, Note_off_c, 0, 65, 0
2, 5112, Note_off_c, 0, 58, 0
2, 5192, Note_on_c, 0, 63, 71
2, 5204, Note_on_c, 0, 56, 58
2, 5204, Note_on_c, 0, 60, 62
2, 5204, Note_on_c, 0, 58, 51
2, 5996, Note_off_c, 0, 60, 0
2, 6008, Note_off_c, 0, 56, 0
2, 6016, Note_off_c, 0, 63, 0
2, 6048, Note_off_c, 0, 58, 0
2, 6132, Note_on_c, 0, 63, 75
2, 6140, Note_on_c, 0, 60, 68
2, 6140, Note_on_c, 0, 56, 62
2, 6608, Note_off_c, 0, 56, 0
2, 6636, Note_off_c, 0, 63, 0
2, 6640, Note_off_c, 0, 60, 0
2, 6724, Note_on_c, 0, 61, 71
2, 6732, Note_on_c, 0, 53, 62
2, 6732, Note_on_c, 0, 56, 68
2, 7484, Note_off_c, 0, 53, 0
2, 7488, Note_off_c, 0, 56, 0
2, 7532, Note_off_c, 0, 61, 0
2, 7692, Note_on_c, 0, 58, 71
2, 7692, Note_on_c, 0, 54, 71
2, 7692, Note_on_c, 0, 61, 68
2, 7692, Note_on_c, 0, 65, 89
2, 8072, Note_off_c, 0, 61, 0
2, 8108, Note_off_c, 0, 54, 0
2, 8112, Note_off_c, 0, 65, 0
2, 8172, Note_off_c, 0, 58, 0
2, 8256, Note_on_c, 0, 56, 71
2, 8256, Note_on_c, 0, 63, 75
2, 8260, Note_on_c, 0, 58, 68
2, 8260, Note_on_c, 0, 60, 68
2, 9084, Note_off_c, 0, 63, 0
2, 9092, Note_off_c, 0, 56, 0
2, 9116, Note_off_c, 0, 60, 0
2, 9116, Note_off_c, 0, 58, 0
2, 9208, Note_on_c, 0, 63, 71
2, 9212, Note_on_c, 0, 56, 71
2, 9216, Note_on_c, 0, 60, 71
2, 9652, Note_off_c, 0, 56, 0
2, 9680, Note_off_c, 0, 60, 0
2, 9712, Note_off_c, 0, 63, 0
2, 9800, Note_on_c, 0, 56, 75
2, 9800, Note_on_c, 0, 61, 71
2, 9808, Note_on_c, 0, 53, 68
2, 10532, Note_off_c, 0, 56, 0
2, 10548, Note_off_c, 0, 53, 0
2, 10596, Note_off_c, 0, 61, 0
2, 10740, Note_on_c, 0, 65, 84
2, 10748, Note_on_c, 0, 61, 68
2, 10748, Note_on_c, 0, 58, 71
2, 10752, Note_on_c, 0, 54, 62
2, 11188, Note_off_c, 0, 61, 0
2, 11200, Note_off_c, 0, 54, 0
2, 11220, Note_off_c, 0, 65, 0
2, 11268, Note_off_c, 0, 58, 0
2, 11336, Note_on_c, 0, 63, 71
2, 11340, Note_on_c, 0, 56, 71
2, 11340, Note_on_c, 0, 58, 48
2, 11348, Note_on_c, 0, 60, 60
2, 12144, Note_off_c, 0, 63, 0
2, 12152, Note_off_c, 0, 60, 0
2, 12152, Note_off_c, 0, 56, 0
2, 12184, Note_off_c, 0, 58, 0
2, 12288, Note_on_c, 0, 56, 71
2, 12288, Note_on_c, 0, 63, 71
2, 12296, Note_on_c, 0, 60, 71
2, 12748, Note_off_c, 0, 56, 0
2, 12760, Note_off_c, 0, 60, 0
2, 12792, Note_off_c, 0, 63, 0
2, 12868, Note_on_c, 0, 61, 75
2, 12872, Note_on_c, 0, 53, 68
2, 12876, Note_on_c, 0, 56, 71
2, 13628, Note_off_c, 0, 53, 0
2, 13632, Note_off_c, 0, 56, 0
2, 13688, Note_off_c, 0, 61, 0
2, 13824, Note_on_c, 0, 65, 84
2, 13828, Note_on_c, 0, 61, 62
2, 13832, Note_on_c, 0, 54, 60
2, 13832, Note_on_c, 0, 58, 68
2, 14264, Note_off_c, 0, 61, 0
2, 14284, Note_off_c, 0, 54, 0
2, 14284, Note_off_c, 0, 65, 0
2, 14312, Note_off_c, 0, 58, 0
2, 14412, Note_on_c, 0, 63, 75
2, 14416, Note_on_c, 0, 56, 62
2, 14420, Note_on_c, 0, 60, 62
2, 14424, Note_on_c, 0, 58, 60
2, 14996, Note_off_c, 0, 58, 0
2, 14996, Note_off_c, 0, 60, 0
2, 15008, Note_off_c, 0, 56, 0
2, 15040, Note_off_c, 0, 63, 0
2, 15168, Note_on_c, 0, 60, 75
2, 15168, Note_on_c, 0, 56, 68
2, 15168, Note_on_c, 0, 63, 75
2, 15464, Note_off_c, 0, 56, 0
2, 15512, Note_off_c, 0, 60, 0
2, 15516, Note_off_c, 0, 63, 0
2, 15548, Note_on_c, 0, 65, 89
2, 15548, Note_on_c, 0, 61, 71
2, 15552, Note_on_c, 0, 56, 84
2, 15636, Note_off_c, 0, 56, 0
2, 15660, Note_off_c, 0, 61, 0
2, 15660, Note_off_c, 0, 65, 0
2, 15744, Note_on_c, 0, 56, 71
2, 15744, Note_on_c, 0, 65, 75
2, 15744, Note_on_c, 0, 61, 62
2, 16736, Note_off_c, 0, 56, 0
2, 16748, Note_off_c, 0, 65, 0
2, 16760, Note_off_c, 0, 61, 0
2, 16892, Note_on_c, 0, 54, 68
2, 16892, Note_on_c, 0, 58, 68
2, 16892, Note_on_c, 0, 65, 94
2, 16892, Note_on_c, 0, 61, 62
2, 18276, Note_off_c, 0, 61, 0
2, 18280, Note_off_c, 0, 65, 0
2, 18292, Note_off_c, 0, 54, 0
2, 18344, Note_off_c, 0, 58, 0
